facility_id,item_id,snapshot_date,on_hand_qty,on_hand_uom,stock_status,business_date,load_date,last_updated_at
FAC003,ITM038,2026-01-30,245,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM043,2026-01-29,565,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM037,2026-01-26,490,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM046,2026-01-25,417,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM032,2026-01-28,425,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM045,2026-01-29,659,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM021,2026-01-27,982,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM028,2026-01-26,819,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM041,2026-01-27,875,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM006,2026-01-31,464,EACH,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM041,2026-01-30,958,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM038,2026-01-30,7,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM001,2026-01-27,633,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM004,2026-01-27,698,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM026,2026-01-25,683,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM046,2026-01-26,682,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM013,2026-01-30,2,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM002,2026-01-25,967,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM014,2026-02-01,853,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM007,2026-01-28,934,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM042,2026-01-29,613,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM029,2026-01-29,380,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM005,2026-01-29,620,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM035,2026-01-26,901,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM003,2026-01-30,754,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM031,2026-01-29,446,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM050,2026-01-31,454,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM016,2026-01-25,362,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM028,2026-01-25,485,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM024,2026-01-31,268,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM020,2026-01-27,882,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM034,2026-01-30,948,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM035,2026-01-28,561,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM039,2026-01-27,50,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM045,2026-01-25,410,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM035,2026-01-25,588,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM040,2026-02-01,746,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM025,2026-01-30,644,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM012,2026-01-27,231,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM037,2026-01-29,34,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM001,2026-01-30,328,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM001,2026-02-01,720,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM028,2026-01-31,750,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM049,2026-01-28,280,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM039,2026-01-25,433,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM029,2026-01-25,528,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM014,2026-01-25,134,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM050,2026-01-28,205,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM032,2026-01-27,430,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM012,2026-01-30,207,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM039,2026-02-01,968,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM026,2026-02-01,572,EACH,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM042,2026-01-28,198,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM014,2026-01-31,263,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM039,2026-01-27,235,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM004,2026-01-29,888,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM032,2026-01-26,899,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM045,2026-01-27,613,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM014,2026-01-31,979,EACH,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM023,2026-01-29,365,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM021,2026-01-28,726,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM022,2026-01-31,279,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM014,2026-02-01,713,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM041,2026-01-29,281,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM032,2026-01-26,792,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM041,2026-01-27,564,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM021,2026-01-27,739,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM004,2026-01-28,348,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM043,2026-01-29,448,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM029,2026-01-27,57,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM036,2026-01-26,364,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM037,2026-01-27,493,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM037,2026-01-29,899,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM025,2026-01-26,678,EACH,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM029,2026-01-29,191,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM047,2026-01-25,670,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM025,2026-01-28,377,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM044,2026-01-31,730,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM012,2026-01-27,815,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM007,2026-02-01,908,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM030,2026-01-29,267,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM038,2026-01-29,494,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM010,2026-02-01,848,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM022,2026-01-28,436,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM038,2026-01-26,270,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM003,2026-02-01,473,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM001,2026-01-25,485,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM012,2026-01-30,65,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM026,2026-01-28,463,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM006,2026-01-31,740,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM019,2026-01-31,804,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM013,2026-01-27,392,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM009,2026-01-25,324,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM015,2026-01-28,232,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM042,2026-01-29,812,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM021,2026-01-31,11,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM005,2026-01-27,943,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM038,2026-01-30,519,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM024,2026-01-31,98,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM003,2026-02-01,194,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM046,2026-01-27,62,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM033,2026-02-01,444,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM020,2026-02-01,727,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM020,2026-01-28,386,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM017,2026-01-30,126,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM043,2026-01-29,48,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM037,2026-02-01,-35,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM024,2026-01-29,251,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM028,2026-01-29,240,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM029,2026-01-30,721,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM011,2026-01-26,32,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM013,2026-01-29,145,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM005,2026-01-26,812,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM029,2026-01-26,595,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM050,2026-01-31,108,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM026,2026-01-25,762,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM003,2026-01-31,948,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM035,2026-01-29,242,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM011,2026-01-29,40,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM046,2026-01-30,224,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM031,2026-01-31,587,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM015,2026-01-27,853,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM034,2026-01-28,498,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM013,2026-01-31,114,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM019,2026-01-26,778,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM049,2026-01-29,578,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM007,2026-01-27,415,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM034,2026-01-30,69,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM014,2026-01-25,847,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM013,2026-02-01,369,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM021,2026-01-29,337,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM050,2026-01-27,188,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM002,2026-01-29,905,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM022,2026-01-27,133,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM027,2026-01-25,970,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM004,2026-01-26,119,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM016,2026-01-25,47,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM012,2026-01-29,458,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM043,2026-01-31,751,CASE,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM044,2026-01-31,331,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM046,2026-01-28,255,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM041,2026-01-25,238,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM045,2026-01-27,2,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM015,2026-01-25,361,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM032,2026-01-30,964,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM038,2026-01-28,940,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM006,2026-01-26,283,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM007,2026-02-01,799,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM028,2026-01-28,425,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM039,2026-01-31,28,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM044,2026-01-28,529,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM049,2026-01-27,-35,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM034,2026-01-26,157,EACH,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM011,2026-01-25,519,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM029,2026-01-27,432,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM029,2026-01-26,45,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM004,2026-01-29,852,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM017,2026-01-31,201,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM034,2026-01-31,941,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM028,2026-01-25,227,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM024,2026-01-26,878,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM014,2026-01-26,500,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM021,2026-01-26,273,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM042,2026-01-26,253,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM036,2026-01-27,179,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM028,2026-01-30,10,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM047,2026-02-01,804,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM035,2026-01-27,409,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM006,2026-01-26,464,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM035,2026-01-27,229,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM034,2026-01-26,455,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM042,2026-01-28,730,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM023,2026-01-27,0,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM003,2026-01-30,987,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM012,2026-01-29,601,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM022,2026-01-27,788,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM026,2026-01-29,956,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM048,2026-01-30,101,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM016,2026-01-29,795,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM025,2026-02-01,330,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM033,2026-01-25,41,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM043,2026-01-29,31,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM010,2026-01-27,131,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM038,2026-01-27,6,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM005,2026-01-28,957,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM027,2026-01-29,120,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM008,2026-02-01,968,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM047,2026-01-26,790,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM046,2026-01-29,179,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM050,2026-01-28,760,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM025,2026-01-31,238,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM029,2026-02-01,742,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM043,2026-01-25,581,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM048,2026-02-01,258,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM001,2026-01-25,977,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM001,2026-01-25,105,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM019,2026-01-25,192,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM015,2026-01-28,69,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM037,2026-01-28,55,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM020,2026-02-01,533,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM024,2026-01-26,835,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM031,2026-01-25,342,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM049,2026-01-28,375,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM001,2026-01-30,689,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM030,2026-01-26,475,EACH,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM005,2026-01-31,534,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM029,2026-01-29,211,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM007,2026-01-26,760,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM008,2026-02-01,362,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM006,2026-01-30,804,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM012,2026-01-29,994,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM036,2026-01-28,769,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM007,2026-01-26,801,EACH,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM020,2026-01-29,962,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM033,2026-01-27,809,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM030,2026-01-29,749,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM036,2026-01-31,724,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM012,2026-01-31,944,CASE,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM011,2026-01-30,228,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM002,2026-01-25,967,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM029,2026-01-31,132,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM021,2026-01-28,332,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM011,2026-01-26,899,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM015,2026-01-26,634,EACH,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM048,2026-01-30,456,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM001,2026-01-27,718,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM040,2026-01-25,750,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM042,2026-02-01,290,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM039,2026-01-25,390,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM040,2026-01-30,883,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM019,2026-01-29,-27,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM007,2026-01-30,763,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM006,2026-01-28,974,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM034,2026-01-27,673,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM033,2026-01-31,839,CASE,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM037,2026-01-31,729,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM036,2026-02-01,638,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM030,2026-01-27,615,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM012,2026-01-31,564,EACH,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM022,2026-01-30,457,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM033,2026-01-29,538,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM037,2026-01-29,725,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM029,2026-01-25,876,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM008,2026-01-28,588,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM035,2026-01-27,557,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM045,2026-01-30,849,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM032,2026-01-25,769,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM013,2026-01-27,831,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM037,2026-01-27,317,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM042,2026-01-28,140,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM047,2026-01-28,899,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM032,2026-01-27,291,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM045,2026-01-26,797,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM041,2026-01-26,755,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM048,2026-01-25,310,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM003,2026-02-01,479,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM046,2026-01-25,180,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM025,2026-01-30,439,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM030,2026-01-27,418,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
